name_orthographic,lowercase_name
nattes de Russie,nattes de russie
nattes de balles,nattes de balles
nattes et cercles de jonc,nattes et cercles de jonc
nattes et tresse fines,nattes et tresse fines
nattes et tresse grossières,nattes et tresse grossières
nattes fines,nattes fines
nattes moyennes,nattes moyennes
nattes ou tresse de même matière fines,nattes ou tresse de même matière fines
nattes ou tresse de même matière grossières,nattes ou tresse de même matière grossières
nattes ou tresse de paille d'écorce de sparte fins,nattes ou tresse de paille d'écorce de sparte fins
nattes ou tresse de paille d'écorce de sparte grossiers,nattes ou tresse de paille d'écorce de sparte grossiers
nattes ou tresse de paille écorce et sparte fines,nattes ou tresse de paille écorce et sparte fines
nattes ou tresse de paille écorce et sparte grossières,nattes ou tresse de paille écorce et sparte grossières
rattes petites,rattes petites
nattes pour grenier,nattes pour grenier
nattes rondes,nattes rondes
naurougue,naurougue
naves de portes,naves de portes
navettes,navettes
navets,navets
navettes à tisserand,navettes à tisserand
navettes de buis à tisserand,navettes de buis à tisserand
navettes d'ecaille,navettes d'ecaille
navire,navire
nécessaires de cuivre,nécessaires de cuivre
nécessaires,nécessaires
nécessaires garnis en argent,nécessaires garnis en argent
neganepeau grand,neganepeau grand
nègre,nègre
nègre de Guinée,nègre de guinée
nègre de Sénégal,nègre de sénégal
nelis étoffe,nelis étoffe
neptune,neptune
nerprun,nerprun
nerprun (baies de),nerprun (baies de)
nerprun (baies de) ou graine d'Avignon,nerprun (baies de) ou graine d'avignon
nervures,nervures
nicaneas étroite,nicaneas étroite
nicaneas fins,nicaneas fins
nicaneas longs,nicaneas longs
nid d'oiseaux,nid d'oiseaux
nina,nina
nippes de toute espèce,nippes de toute espèce
nippes et atours,nippes et atours
nitrate de potasse brut,nitrate de potasse brut
nitrate de potasse (salpêtre brut),nitrate de potasse (salpêtre brut)
nogal,nogal
nogat en piastre forte,nogat en piastre forte
nogat or et argent monnayé,nogat or et argent monnayé
noir,noir
noir d'animal d'ivoire,noir d'animal d'ivoire
noir d'animal d'ivoire et d'os,noir d'animal d'ivoire et d'os
noir d'animal d'os de corne etc,noir d'animal d'os de corne etc
noir à souliers,noir à souliers
noir à souliers de fumée,noir à souliers de fumée
noir broyé,noir broyé
noir commun,noir commun
noir de Chypre,noir de chypre
noir de fumée en douelles,noir de fumée en douelles
noir de noircir,noir de noircir
noir de sapin,noir de sapin
noir de sapin de 36 pieds,noir de sapin de 36 pieds
noir de sapin de 42 à 50 pieds,noir de sapin de 42 à 50 pieds
noir de sapin de 60 à 70 pieds,noir de sapin de 60 à 70 pieds
noir d'Espagne,noir d'espagne
noir d'impim en taille douce dit d'Allemagne,noir d'impim en taille douce dit d'allemagne
noir d'imprimerie,noir d'imprimerie
noir d'os,noir d'os
noir en fumée,noir en fumée
noir minéral naturel,noir minéral naturel
noir minéral naturel de toute sorte,noir minéral naturel de toute sorte
noisettes ou avelines,noisettes ou avelines
noix amandes noisettes arachis olives noyaux,noix amandes noisettes arachis olives noyaux
noir de capajou,noir de capajou
noix de galle pesante des entrepôts,noix de galle pesante des entrepôts
noix de marrons,noix de marrons
noix de muscade,noix de muscade
noix de ravensara,noix de ravensara
noix empoisonnées,noix empoisonnées
noix en coquilles,noix en coquilles
noix épillées,noix épillées
noix et noisettes,noix et noisettes
noix et riz,noix et riz
noix mondées,noix mondées
noix noisettes avelines et faînes,noix noisettes avelines et faînes
noix pour peintures,noix pour peintures
noix venimeuses,noix venimeuses
noronges,noronges
nots de morue,nots de morue
nots et langues de morue des Îles,nots et langues de morue des îles
nots et langues,nots et langues
nousouque,nousouque
noves de morue,noves de morue
noyaux,noyaux
noyaux de noix,noyaux de noix
noyaux d'olives,noyaux d'olives
noyaux ou noix,noyaux ou noix
noyer et cerisier,noyer et cerisier
noix d'ivoire,noix d'ivoire
numéraire en assignats,numéraire en assignats
numéraire en assignats par la Cure,numéraire en assignats par la cure
nœuds de cannes,nœuds de cannes
nœuds d'épée,nœuds d'épée
nœuds d'épée avec or,nœuds d'épée avec or
nœuds d'épée et cordons de montres,nœuds d'épée et cordons de montres
O ???,o ???
objets à la valeur,objets à la valeur
objets d'arts,objets d'arts
objets d'arts et d'histoire naturelle,objets d'arts et d'histoire naturelle
objets d'arts histoire naturelle tableaux et gravures,objets d'arts histoire naturelle tableaux et gravures
objets de collection en peintures sculpture gravures et histoire naturelle,objets de collection en peintures sculpture gravures et histoire naturelle
objets de peu d'importance,objets de peu d'importance
objets d'histoire naturelle,objets d'histoire naturelle
objets d'industrie,objets d'industrie
objets d'industrie divers,objets d'industrie divers
objets d'industrie marchandises non dénommées,objets d'industrie marchandises non dénommées
objets de peu de valeur,objets de peu de valeur
objets divers,objets divers
objets divers à la valeur,objets divers à la valeur
objets divers en peaux et pelleterie,objets divers en peaux et pelleterie
objets divers en petits articles,objets divers en petits articles
objets manufacturés armes,objets manufacturés armes
objets manufacturés articles réunis,objets manufacturés articles réunis
objets manufacturés bonneterie ordinaire en coton et laine,objets manufacturés bonneterie ordinaire en coton et laine
objets manufacturés bonneterie de soie,objets manufacturés bonneterie de soie
objets manufacturés bonneterie diverse,objets manufacturés bonneterie diverse
objets manufacturés dentelle,objets manufacturés dentelle
objets manufacturés dentelle de fil,objets manufacturés dentelle de fil
objets manufacturés draperie,objets manufacturés draperie
objets manufacturés étoffe de coton,objets manufacturés étoffe de coton
objets manufacturés étoffe de laine,objets manufacturés étoffe de laine
objets manufacturés étoffe de laine et de poil,objets manufacturés étoffe de laine et de poil
objets manufacturés étoffe de soie,objets manufacturés étoffe de soie
objets manufacturés étoffe diverse,objets manufacturés étoffe diverse
objets manufacturés étoffe en coton et en laine,objets manufacturés étoffe en coton et en laine
objets manufacturés mouchoirs divers en fil et coton,objets manufacturés mouchoirs divers en fil et coton
objets manufacturés mouchoirs divers et des Indes,objets manufacturés mouchoirs divers et des indes
objets manufacturés mousseline,objets manufacturés mousseline
objets manufacturés objets manufacturés réunis,objets manufacturés objets manufacturés réunis
objets manufacturés réunis,objets manufacturés réunis
objets manufacturés rubannerie de soie,objets manufacturés rubannerie de soie
objets manufacturés rubannerie ordinaire,objets manufacturés rubannerie ordinaire
objets manufacturés rubannerie diverse,objets manufacturés rubannerie diverse
objets manufacturés toile de coton mousseline et Nankin,objets manufacturés toile de coton mousseline et nankin
objets manufacturés toile de coton mousseline Nankin et des Indes,objets manufacturés toile de coton mousseline nankin et des indes
objets manufacturés toile de lin et chanvre,objets manufacturés toile de lin et chanvre
objets manufacturés toile de lin et de chanvre,objets manufacturés toile de lin et de chanvre
objets manufacturés toile diverse de lin et de chanvre,objets manufacturés toile diverse de lin et de chanvre
objets manufacturés toile diverse en lin et chanvre,objets manufacturés toile diverse en lin et chanvre
objets manufacturés toile en coton mousseline et Nankin,objets manufacturés toile en coton mousseline et nankin
obliques,obliques
ocre broyé,ocre broyé
ocre brun,ocre brun
ocre brun jaune ou rouge,ocre brun jaune ou rouge
ocre de toute espèce,ocre de toute espèce
ocre en pierre,ocre en pierre
ocre en poudre,ocre en poudre
ocre noir,ocre noir
ocre ou craie blanche,ocre ou craie blanche
ocre et brun rouge,ocre et brun rouge
octant,octant
odautes,odautes
odeure,odeure
œillards,œillards
œillards de Brie,œillards de brie
œufs de volailles et de gibier,œufs de volailles et de gibier
œufs de volailles,œufs de volailles
œuil de bœuf,œuil de bœuf
œuil de bœuf garni de cuivre,œuil de bœuf garni de cuivre
orfèvrerie argent,orfèvrerie argent
orfèvrerie chandeliers d'église,orfèvrerie chandeliers d'église
ognons de fleurs,ognons de fleurs
oignons de narcisse,oignons de narcisse
oignons ordinaires,oignons ordinaires
oignons de ???,oignons de ???
oignons de fleurs de jonquille,oignons de fleurs de jonquille
oignons de fleurs jonquilles,oignons de fleurs jonquilles
oignons de jonquille,oignons de jonquille
oignons en squille,oignons en squille
oignons en fleur,oignons en fleur
oignons oignons,oignons oignons
oint,oint
oiseaux de proie,oiseaux de proie
oiseaux petits,oiseaux petits
oiseaux à l'eau de vie,oiseaux à l'eau de vie
oleane ou rocou,oleane ou rocou
oliban ou encens,oliban ou encens
olive câpre anchois etc,olive câpre anchois etc
olive d'Espagne,olive d'espagne
olive et câpres,olive et câpres
olive fraîche et arachis,olive fraîche et arachis
olive marinée,olive marinée
olivettes,olivettes
olivier,olivier
onerie de Dieppe,onerie de dieppe
onetes de coton,onetes de coton
optiques,optiques
or à dorer,or à dorer
orange de Malte,orange de malte
orangelets,orangelets
orangelets secs,orangelets secs
orangers,orangers
orangers à planter,orangers à planter
orangers petits,orangers petits
orange aigres,orange aigres
orange confite,orange confite
orange du Portugal,orange du portugal
orange en caisse,orange en caisse
orange ordinaire,orange ordinaire
orange petite,orange petite
orange séchée à faire chapelets,orange séchée à faire chapelets
or brut en masse lingots et brisé,or brut en masse lingots et brisé
or brut en masse lingots barres poudres bijoux cassés,or brut en masse lingots barres poudres bijoux cassés
orcillons à faire colle,orcillons à faire colle
oreillers,oreillers
oreilles et oreillons à faire colle,oreilles et oreillons à faire colle
oreillons ???,oreillons ???
oreillons,oreillons
or en baissette,or en baissette
or en bijouterie,or en bijouterie
or en coquilles,or en coquilles
or en feuilles,or en feuilles
or en lames,or en lames
or en lames par Marseille,or en lames par marseille
or en orfèvrerie,or en orfèvrerie
or en poudre,or en poudre
or en vaisselle,or en vaisselle
or et argent,or et argent
or et argent balles,or et argent balles
or et argent en barres et lingots,or et argent en barres et lingots
or et argent en fil,or et argent en fil
or et argent en piastres,or et argent en piastres
or et argent faux battu en livret de 24 feuilles,or et argent faux battu en livret de 24 feuilles
or et argent faux traits,or et argent faux traits
or et argent fin battu en livret de 24 feuilles,or et argent fin battu en livret de 24 feuilles
or et argent fin en livret,or et argent fin en livret
or et argent monnayés en piastres,or et argent monnayés en piastres
or et argents faux,or et argents faux
or et argent trait,or et argent trait
or et gomme,or et gomme
or faux battu,or faux battu
orfèvrerie et argenterie,orfèvrerie et argenterie
orfèvrerie bijouterie bijouterie,orfèvrerie bijouterie bijouterie
orfèvrerie bijouterie vaisselle d'argent,orfèvrerie bijouterie vaisselle d'argent
orfèvrerie boucles d'argent,orfèvrerie boucles d'argent
orfèvrerie déjeuner de vermeil,orfèvrerie déjeuner de vermeil
orfèvrerie de platine,orfèvrerie de platine
orfèvrerie en boucles d'argent,orfèvrerie en boucles d'argent
orfèvrerie en cafetière,orfèvrerie en cafetière
orfevrerie en vaisselle d'argent,orfevrerie en vaisselle d'argent
orfèvrerie en vase d'église,orfèvrerie en vase d'église
orfèvrerie et bijouterie,orfèvrerie et bijouterie
or filé,or filé
or fin battu,or fin battu
or fin en lingots,or fin en lingots
or fin en paillettes et paillous,or fin en paillettes et paillous
or fin monnayé en pièces d'Espagne,or fin monnayé en pièces d'espagne
orge ???,orge ???
orge,orge
orge commun en gerbes,orge commun en gerbes
orge de ???,orge de ???
orge mondé et perlé,orge mondé et perlé
orge moudre,orge moudre
orge moulée,orge moulée
orge moulu,orge moulu
orge non germé,orge non germé
orge ordinaire,orge ordinaire
orge ou soucrion,orge ou soucrion
orge ou soucrillon en gerbes,orge ou soucrillon en gerbes
orge paillarge,orge paillarge
orge perlé et mondé,orge perlé et mondé
orges,orges
orge jaune,orge jaune
